Date,Open,High,Low,Close,Adj Close,Volume
2016-09-26,58.697.000.000,58.697.000.000,57.904.000.000,58.054.000.000,58.054.000.000,2108800
2016-09-27,58.066.000.000,58.490.000.000,57.411.000.000,58.382.000.000,58.382.000.000,2953400
2016-09-28,58.383.000.000,59.415.000.000,58.353.000.000,59.356.000.000,59.356.000.000,3233400
2016-09-29,59.346.000.000,59.621.000.000,58.292.000.000,58.351.000.000,58.351.000.000,3200300
2016-09-30,58.350.000.000,58.900.000.000,58.271.000.000,58.367.000.000,58.367.000.000,2858200
2016-10-03,58.370.000.000,59.549.000.000,58.367.000.000,59.461.000.000,59.461.000.000,2774100
2016-10-04,59.461.000.000,59.580.000.000,58.892.000.000,59.339.000.000,59.339.000.000,3894600
2016-10-05,59.340.000.000,60.477.000.000,59.340.000.000,60.254.000.000,60.254.000.000,3378900
2016-10-06,60.254.000.000,60.724.000.000,60.070.000.000,60.644.000.000,60.644.000.000,3507200
2016-10-07,60.645.000.000,61.275.000.000,60.479.000.000,61.109.000.000,61.109.000.000,4243800
2016-10-10,61.130.000.000,61.756.000.000,61.130.000.000,61.668.000.000,61.668.000.000,2936900
2016-10-11,61.668.000.000,61.668.000.000,60.885.000.000,61.022.000.000,61.022.000.000,3568000
2016-10-13,61.020.000.000,61.329.000.000,60.243.000.000,61.119.000.000,61.119.000.000,4952700
2016-10-14,61.120.000.000,62.039.000.000,61.120.000.000,61.767.000.000,61.767.000.000,3691200
2016-10-17,61.768.000.000,62.696.000.000,61.719.000.000,62.696.000.000,62.696.000.000,3340700
2016-10-18,62.701.000.000,63.937.000.000,62.701.000.000,63.782.000.000,63.782.000.000,4390300
2016-10-19,63.784.000.000,64.089.000.000,63.309.000.000,63.506.000.000,63.506.000.000,3614000
2016-10-20,63.495.000.000,63.927.000.000,62.729.000.000,63.838.000.000,63.838.000.000,3421500
2016-10-21,63.838.000.000,64.372.000.000,63.379.000.000,64.108.000.000,64.108.000.000,3662900
2016-10-24,64.141.000.000,64.691.000.000,63.914.000.000,64.060.000.000,64.060.000.000,3663900
2016-10-25,64.059.000.000,64.266.000.000,63.248.000.000,63.866.000.000,63.866.000.000,3918100
2016-10-26,63.860.000.000,63.924.000.000,63.084.000.000,63.826.000.000,63.826.000.000,4299200
2016-10-27,63.827.000.000,64.609.000.000,63.827.000.000,64.250.000.000,64.250.000.000,3587500
2016-10-28,64.251.000.000,64.728.000.000,63.778.000.000,64.308.000.000,64.308.000.000,3788500
2016-10-31,64.312.000.000,65.054.000.000,64.312.000.000,64.925.000.000,64.925.000.000,3816900
2016-11-01,64.922.000.000,65.291.000.000,63.019.000.000,63.326.000.000,63.326.000.000,4505600
2016-11-03,63.325.000.000,63.524.000.000,61.750.000.000,61.750.000.000,61.750.000.000,4124000
2016-11-04,61.749.000.000,62.699.000.000,61.491.000.000,61.598.000.000,61.598.000.000,3972500
2016-11-07,61.601.000.000,64.193.000.000,61.601.000.000,64.052.000.000,64.052.000.000,3325900
2016-11-08,64.052.000.000,64.767.000.000,63.381.000.000,64.158.000.000,64.158.000.000,3265100
2016-11-09,64.157.000.000,64.358.000.000,61.794.000.000,63.258.000.000,63.258.000.000,5630100
2016-11-10,63.261.000.000,63.903.000.000,60.553.000.000,61.201.000.000,61.201.000.000,7623700
2016-11-11,61.199.000.000,61.626.000.000,58.921.000.000,59.184.000.000,59.184.000.000,7572800
2016-11-14,59.183.000.000,59.961.000.000,58.322.000.000,59.657.000.000,59.657.000.000,5408500
2016-11-16,59.658.000.000,60.915.000.000,59.364.000.000,60.759.000.000,60.759.000.000,4582900
2016-11-17,60.763.000.000,61.493.000.000,59.746.000.000,59.770.000.000,59.770.000.000,3531300
2016-11-18,59.770.000.000,60.193.000.000,59.327.000.000,59.962.000.000,59.962.000.000,3462400
2016-11-21,59.963.000.000,61.070.000.000,59.963.000.000,61.070.000.000,61.070.000.000,3520100
2016-11-22,61.072.000.000,62.550.000.000,61.072.000.000,61.954.000.000,61.954.000.000,3987100
2016-11-23,61.956.000.000,62.046.000.000,61.234.000.000,61.986.000.000,61.986.000.000,3489700
2016-11-24,61.999.000.000,62.105.000.000,61.392.000.000,61.396.000.000,61.396.000.000,1647100
2016-11-25,61.394.000.000,61.559.000.000,60.573.000.000,61.559.000.000,61.559.000.000,2653700
2016-11-28,61.559.000.000,62.934.000.000,61.240.000.000,62.855.000.000,62.855.000.000,2752000
2016-11-29,62.859.000.000,62.859.000.000,60.980.000.000,60.987.000.000,60.987.000.000,3423900
2016-11-30,60.994.000.000,62.590.000.000,60.994.000.000,61.906.000.000,61.906.000.000,4587300
2016-12-01,61.906.000.000,61.911.000.000,59.058.000.000,59.507.000.000,59.507.000.000,5352800
2016-12-02,59.499.000.000,60.379.000.000,58.092.000.000,60.316.000.000,60.316.000.000,4344200
2016-12-05,60.322.000.000,60.720.000.000,59.635.000.000,59.832.000.000,59.832.000.000,2861200
2016-12-06,59.828.000.000,61.235.000.000,59.396.000.000,61.088.000.000,61.088.000.000,3606500
2016-12-07,61.111.000.000,61.918.000.000,61.062.000.000,61.414.000.000,61.414.000.000,3841700
2016-12-08,61.430.000.000,61.936.000.000,60.499.000.000,60.677.000.000,60.677.000.000,2936600
2016-12-09,60.688.000.000,61.129.000.000,60.316.000.000,60.501.000.000,60.501.000.000,3339800
2016-12-12,60.517.000.000,60.517.000.000,59.035.000.000,59.179.000.000,59.179.000.000,3244400
2016-12-13,59.178.000.000,59.946.000.000,58.758.000.000,59.281.000.000,59.281.000.000,3589100
2016-12-14,59.280.000.000,59.338.000.000,58.212.000.000,58.212.000.000,58.212.000.000,3857000
2016-12-15,58.214.000.000,58.635.000.000,57.575.000.000,58.396.000.000,58.396.000.000,3569400
2016-12-16,58.398.000.000,59.312.000.000,58.365.000.000,58.389.000.000,58.389.000.000,3683900
2016-12-19,58.390.000.000,58.600.000.000,57.109.000.000,57.111.000.000,57.111.000.000,3396500
2016-12-20,57.116.000.000,57.918.000.000,57.038.000.000,57.583.000.000,57.583.000.000,2673400
2016-12-21,57.583.000.000,58.049.000.000,57.221.000.000,57.647.000.000,57.647.000.000,2461900
2016-12-22,57.646.000.000,57.646.000.000,56.829.000.000,57.255.000.000,57.255.000.000,2809800
2016-12-23,57.255.000.000,58.143.000.000,57.255.000.000,57.937.000.000,57.937.000.000,2155400
2016-12-26,57.941.000.000,58.781.000.000,57.941.000.000,58.620.000.000,58.620.000.000,680200
2016-12-27,58.627.000.000,59.068.000.000,58.402.000.000,58.697.000.000,58.697.000.000,1624700
2016-12-28,58.688.000.000,59.911.000.000,58.688.000.000,59.782.000.000,59.782.000.000,1960500
2016-12-29,59.782.000.000,60.248.000.000,59.278.000.000,60.227.000.000,60.227.000.000,2119500
2017-01-02,60.227.000.000,60.227.000.000,59.371.000.000,59.589.000.000,59.589.000.000,808700
2017-01-03,59.631.000.000,61.815.000.000,59.631.000.000,61.814.000.000,61.814.000.000,3328300
2017-01-04,61.811.000.000,61.940.000.000,61.302.000.000,61.589.000.000,61.589.000.000,2840800
2017-01-05,61.594.000.000,62.409.000.000,61.594.000.000,62.071.000.000,62.071.000.000,3313000
2017-01-06,62.072.000.000,62.072.000.000,61.396.000.000,61.665.000.000,61.665.000.000,2374800
2017-01-09,61.680.000.000,62.112.000.000,61.307.000.000,61.700.000.000,61.700.000.000,2480800
2017-01-10,61.710.000.000,62.446.000.000,61.710.000.000,62.132.000.000,62.132.000.000,2623400
2017-01-11,62.134.000.000,62.674.000.000,61.665.000.000,62.446.000.000,62.446.000.000,3139800
2017-01-12,62.448.000.000,64.342.000.000,62.448.000.000,63.954.000.000,63.954.000.000,4535000
2017-01-13,63.940.000.000,64.092.000.000,63.366.000.000,63.652.000.000,63.652.000.000,2735500
2017-01-16,63.652.000.000,64.014.000.000,63.556.000.000,63.831.000.000,63.831.000.000,1763700
2017-01-17,63.827.000.000,64.658.000.000,63.456.000.000,64.354.000.000,64.354.000.000,2933800
2017-01-18,64.360.000.000,64.680.000.000,64.063.000.000,64.150.000.000,64.150.000.000,3008900
2017-01-19,64.145.000.000,64.456.000.000,63.574.000.000,63.951.000.000,63.951.000.000,2867100
2017-01-20,63.951.000.000,64.694.000.000,63.951.000.000,64.521.000.000,64.521.000.000,3416700
2017-01-23,64.519.000.000,65.816.000.000,64.500.000.000,65.749.000.000,65.749.000.000,2957000
2017-01-24,65.752.000.000,66.173.000.000,65.615.000.000,65.840.000.000,65.840.000.000,3850500
2017-01-26,65.842.000.000,66.594.000.000,65.842.000.000,66.191.000.000,66.191.000.000,3494100
2017-01-27,66.195.000.000,66.242.000.000,65.876.000.000,66.034.000.000,66.034.000.000,2583400
2017-01-30,66.025.000.000,66.025.000.000,64.165.000.000,64.302.000.000,64.302.000.000,2264300
2017-01-31,64.310.000.000,64.901.000.000,64.284.000.000,64.671.000.000,64.671.000.000,2737700
2017-02-01,64.687.000.000,65.594.000.000,64.687.000.000,64.836.000.000,64.836.000.000,3214300
2017-02-02,64.835.000.000,65.132.000.000,64.163.000.000,64.578.000.000,64.578.000.000,2959200
2017-02-03,64.579.000.000,65.387.000.000,64.264.000.000,64.954.000.000,64.954.000.000,3482700
2017-02-06,64.957.000.000,65.327.000.000,63.933.000.000,63.993.000.000,63.993.000.000,2551400
2017-02-07,64.022.000.000,64.815.000.000,63.938.000.000,64.199.000.000,64.199.000.000,2776200
2017-02-08,64.200.000.000,64.835.000.000,63.740.000.000,64.835.000.000,64.835.000.000,3138600
2017-02-09,64.850.000.000,65.302.000.000,64.587.000.000,64.965.000.000,64.965.000.000,2641700
2017-02-10,64.965.000.000,66.292.000.000,64.935.000.000,66.125.000.000,66.125.000.000,3439000
2017-02-13,66.125.000.000,67.094.000.000,66.125.000.000,66.968.000.000,66.968.000.000,3108800
2017-02-14,66.971.000.000,67.110.000.000,66.251.000.000,66.713.000.000,66.713.000.000,3370900
2017-02-15,66.712.000.000,68.016.000.000,66.712.000.000,67.976.000.000,67.976.000.000,4119600
2017-02-16,67.979.000.000,68.456.000.000,67.661.000.000,67.814.000.000,67.814.000.000,3550800
2017-02-17,67.814.000.000,67.819.000.000,67.158.000.000,67.748.000.000,67.748.000.000,2787300
2017-02-20,67.756.000.000,68.674.000.000,67.756.000.000,68.533.000.000,68.533.000.000,2171300
2017-02-21,68.536.000.000,69.112.000.000,68.536.000.000,69.052.000.000,69.052.000.000,3051100
2017-02-22,69.052.000.000,69.052.000.000,68.282.000.000,68.590.000.000,68.590.000.000,3374600
2017-02-23,68.590.000.000,69.488.000.000,67.279.000.000,67.461.000.000,67.461.000.000,3977800
2017-02-24,67.458.000.000,67.458.000.000,66.452.000.000,66.662.000.000,66.662.000.000,3059900
2017-03-01,66.661.000.000,67.398.000.000,66.661.000.000,66.989.000.000,66.989.000.000,2378500
2017-03-02,67.000.000.000,67.035.000.000,65.594.000.000,65.855.000.000,65.855.000.000,3095300
2017-03-03,65.860.000.000,66.801.000.000,65.860.000.000,66.786.000.000,66.786.000.000,2654400
2017-03-06,66.786.000.000,66.892.000.000,66.119.000.000,66.341.000.000,66.341.000.000,3337500
2017-03-07,66.343.000.000,66.641.000.000,65.668.000.000,65.742.000.000,65.742.000.000,2886200
2017-03-08,65.748.000.000,65.810.000.000,64.496.000.000,64.718.000.000,64.718.000.000,3727200
2017-03-09,64.718.000.000,65.068.000.000,64.203.000.000,64.585.000.000,64.585.000.000,3513300
2017-03-10,64.586.000.000,65.725.000.000,64.472.000.000,64.675.000.000,64.675.000.000,3432900
2017-03-13,64.674.000.000,65.651.000.000,64.674.000.000,65.534.000.000,65.534.000.000,2162800
2017-03-14,65.511.000.000,65.549.000.000,64.699.000.000,64.699.000.000,64.699.000.000,2824800
2017-03-15,64.702.000.000,66.318.000.000,64.537.000.000,66.235.000.000,66.235.000.000,3742100
2017-03-16,66.232.000.000,66.554.000.000,65.531.000.000,65.783.000.000,65.783.000.000,2860400
2017-03-17,65.783.000.000,66.205.000.000,64.152.000.000,64.210.000.000,64.210.000.000,5213000
2017-03-20,64.232.000.000,65.136.000.000,63.672.000.000,64.884.000.000,64.884.000.000,3613900
2017-03-21,64.884.000.000,64.965.000.000,62.795.000.000,62.980.000.000,62.980.000.000,3700200
2017-03-22,62.980.000.000,63.747.000.000,62.496.000.000,63.521.000.000,63.521.000.000,4063300
2017-03-23,63.521.000.000,63.942.000.000,62.840.000.000,63.531.000.000,63.531.000.000,3447400
2017-03-24,63.554.000.000,63.997.000.000,63.469.000.000,63.854.000.000,63.854.000.000,2571200
2017-03-27,63.829.000.000,64.356.000.000,63.030.000.000,64.308.000.000,64.308.000.000,2672800
2017-03-28,64.308.000.000,64.847.000.000,64.042.000.000,64.640.000.000,64.640.000.000,3359100
2017-03-29,64.636.000.000,65.551.000.000,64.476.000.000,65.528.000.000,65.528.000.000,3488200
2017-03-30,65.541.000.000,65.775.000.000,65.070.000.000,65.266.000.000,65.266.000.000,2335700
2017-03-31,65.266.000.000,65.597.000.000,64.859.000.000,64.984.000.000,64.984.000.000,2614200
2017-04-03,64.989.000.000,65.384.000.000,64.774.000.000,65.211.000.000,65.211.000.000,2858500
2017-04-04,65.212.000.000,65.775.000.000,64.990.000.000,65.769.000.000,65.769.000.000,2085300
2017-04-05,65.770.000.000,66.211.000.000,64.493.000.000,64.775.000.000,64.775.000.000,2982200
2017-04-06,64.775.000.000,64.921.000.000,63.762.000.000,64.223.000.000,64.223.000.000,2875000
2017-04-07,64.202.000.000,65.197.000.000,64.016.000.000,64.593.000.000,64.593.000.000,2853100
2017-04-10,64.593.000.000,64.928.000.000,64.115.000.000,64.650.000.000,64.650.000.000,2984000
2017-04-11,64.650.000.000,64.872.000.000,63.351.000.000,64.360.000.000,64.360.000.000,3178400
2017-04-12,64.362.000.000,64.456.000.000,63.814.000.000,63.892.000.000,63.892.000.000,4253500
2017-04-13,63.891.000.000,63.992.000.000,62.826.000.000,62.826.000.000,62.826.000.000,3212900
2017-04-17,62.828.000.000,64.424.000.000,62.828.000.000,64.335.000.000,64.335.000.000,0
2017-04-18,64.336.000.000,64.591.000.000,63.717.000.000,64.159.000.000,64.159.000.000,3144800
2017-04-19,64.165.000.000,64.572.000.000,63.219.000.000,63.407.000.000,63.407.000.000,3069500
2017-04-20,63.406.000.000,64.163.000.000,63.388.000.000,63.761.000.000,63.761.000.000,2899700
2017-04-24,63.761.000.000,64.754.000.000,63.761.000.000,64.389.000.000,64.389.000.000,3194100
2017-04-25,64.384.000.000,65.148.000.000,63.875.000.000,65.148.000.000,65.148.000.000,3037200
2017-04-26,65.144.000.000,65.436.000.000,64.679.000.000,64.862.000.000,64.862.000.000,3221600
2017-04-27,64.872.000.000,65.327.000.000,64.292.000.000,64.677.000.000,64.677.000.000,3112100
2017-04-28,64.679.000.000,65.403.000.000,64.592.000.000,65.403.000.000,65.403.000.000,2973700
2017-05-02,65.404.000.000,66.877.000.000,65.404.000.000,66.722.000.000,66.722.000.000,3497000
2017-05-03,66.720.000.000,66.758.000.000,65.898.000.000,66.094.000.000,66.094.000.000,3446400
2017-05-04,66.069.000.000,66.099.000.000,64.721.000.000,64.863.000.000,64.863.000.000,3779900
2017-05-05,64.869.000.000,65.768.000.000,64.863.000.000,65.710.000.000,65.710.000.000,2760000
2017-05-08,65.705.000.000,66.015.000.000,65.295.000.000,65.526.000.000,65.526.000.000,2273300
2017-05-09,65.533.000.000,66.536.000.000,65.533.000.000,66.278.000.000,66.278.000.000,2679100
2017-05-10,66.284.000.000,67.528.000.000,66.284.000.000,67.350.000.000,67.350.000.000,3174100
2017-05-11,67.355.000.000,67.709.000.000,67.191.000.000,67.538.000.000,67.538.000.000,2872600
2017-05-12,67.536.000.000,68.429.000.000,67.536.000.000,68.222.000.000,68.222.000.000,3822600
2017-05-15,68.227.000.000,68.593.000.000,68.081.000.000,68.474.000.000,68.474.000.000,3290300
2017-05-16,68.473.000.000,68.792.000.000,68.124.000.000,68.684.000.000,68.684.000.000,3672400
2017-05-17,68.674.000.000,68.674.000.000,67.163.000.000,67.540.000.000,67.540.000.000,3317200
2017-05-18,67.536.000.000,67.536.000.000,60.315.000.000,61.597.000.000,61.597.000.000,11046700
2017-05-19,61.597.000.000,63.488.000.000,61.597.000.000,62.639.000.000,62.639.000.000,6120800
2017-05-22,62.638.000.000,62.638.000.000,60.925.000.000,61.673.000.000,61.673.000.000,5815800
2017-05-23,61.670.000.000,62.775.000.000,61.670.000.000,62.662.000.000,62.662.000.000,4753500
2017-05-24,62.673.000.000,64.016.000.000,62.673.000.000,63.257.000.000,63.257.000.000,4181200
2017-05-25,63.256.000.000,63.991.000.000,62.762.000.000,63.227.000.000,63.227.000.000,4001000
2017-05-26,63.228.000.000,64.170.000.000,63.228.000.000,64.085.000.000,64.085.000.000,3849400
2017-05-29,64.055.000.000,64.055.000.000,63.531.000.000,63.761.000.000,63.761.000.000,1646300
2017-05-30,63.765.000.000,64.107.000.000,63.720.000.000,63.962.000.000,63.962.000.000,2235300
2017-05-31,63.961.000.000,63.984.000.000,62.673.000.000,62.711.000.000,62.711.000.000,4535100
2017-06-01,62.711.000.000,63.293.000.000,62.165.000.000,62.289.000.000,62.289.000.000,3370200
2017-06-02,62.289.000.000,62.773.000.000,62.161.000.000,62.511.000.000,62.511.000.000,2874500
2017-06-05,62.503.000.000,62.800.000.000,62.010.000.000,62.450.000.000,62.450.000.000,2421700
2017-06-06,62.450.000.000,63.302.000.000,62.426.000.000,62.955.000.000,62.955.000.000,2993300
2017-06-07,62.955.000.000,63.637.000.000,62.912.000.000,63.171.000.000,63.171.000.000,2892300
2017-06-08,63.171.000.000,63.171.000.000,62.376.000.000,62.756.000.000,62.756.000.000,2702400
2017-06-09,62.755.000.000,63.066.000.000,62.095.000.000,62.211.000.000,62.211.000.000,3099900
2017-06-12,62.219.000.000,62.286.000.000,61.279.000.000,61.700.000.000,61.700.000.000,3026600
2017-06-13,61.708.000.000,62.012.000.000,61.510.000.000,61.829.000.000,61.829.000.000,2469100
2017-06-14,61.831.000.000,62.475.000.000,61.508.000.000,61.923.000.000,61.923.000.000,4328500
2017-06-15,null,null,null,null,null,null
2017-06-16,61.911.000.000,61.921.000.000,61.269.000.000,61.626.000.000,61.626.000.000,5088000
2017-06-19,61.620.000.000,62.272.000.000,61.620.000.000,62.014.000.000,62.014.000.000,2752600
2017-06-20,62.011.000.000,62.011.000.000,60.766.000.000,60.766.000.000,60.766.000.000,3956200
2017-06-21,60.783.000.000,61.188.000.000,60.544.000.000,60.762.000.000,60.762.000.000,3274700
2017-06-22,60.762.000.000,61.354.000.000,60.758.000.000,61.272.000.000,61.272.000.000,3066900
2017-06-23,61.272.000.000,61.400.000.000,60.992.000.000,61.087.000.000,61.087.000.000,2836700
2017-06-26,61.088.000.000,62.251.000.000,61.088.000.000,62.188.000.000,62.188.000.000,2599200
2017-06-27,62.188.000.000,62.424.000.000,61.580.000.000,61.675.000.000,61.675.000.000,3275700
2017-06-28,61.684.000.000,62.057.000.000,61.433.000.000,62.018.000.000,62.018.000.000,2719100
2017-06-29,62.010.000.000,62.499.000.000,61.689.000.000,62.239.000.000,62.239.000.000,2915500
2017-06-30,62.238.000.000,63.038.000.000,62.238.000.000,62.900.000.000,62.900.000.000,2688200
2017-07-03,62.901.000.000,63.338.000.000,62.901.000.000,63.280.000.000,63.280.000.000,2086300
2017-07-04,63.268.000.000,63.346.000.000,63.076.000.000,63.232.000.000,63.232.000.000,950700
2017-07-05,63.215.000.000,63.485.000.000,62.708.000.000,63.154.000.000,63.154.000.000,3169900
2017-07-06,63.156.000.000,63.188.000.000,62.354.000.000,62.470.000.000,62.470.000.000,3038700
2017-07-07,62.474.000.000,62.926.000.000,62.035.000.000,62.322.000.000,62.322.000.000,2894200
2017-07-10,62.322.000.000,63.135.000.000,62.322.000.000,63.025.000.000,63.025.000.000,2224000
2017-07-11,63.027.000.000,63.891.000.000,62.908.000.000,63.832.000.000,63.832.000.000,2566700
2017-07-12,63.840.000.000,64.938.000.000,63.827.000.000,64.836.000.000,64.836.000.000,4116300
2017-07-13,64.854.000.000,65.302.000.000,64.854.000.000,65.178.000.000,65.178.000.000,3121700
2017-07-14,65.178.000.000,65.624.000.000,65.178.000.000,65.436.000.000,65.436.000.000,2711600
2017-07-17,65.431.000.000,65.478.000.000,65.119.000.000,65.212.000.000,65.212.000.000,2255300
2017-07-18,65.208.000.000,65.338.000.000,64.943.000.000,65.338.000.000,65.338.000.000,2213500
2017-07-19,65.337.000.000,65.604.000.000,64.874.000.000,65.180.000.000,65.180.000.000,2622700
2017-07-20,65.178.000.000,65.505.000.000,64.898.000.000,64.938.000.000,64.938.000.000,2252900
2017-07-21,64.936.000.000,65.150.000.000,64.599.000.000,64.684.000.000,64.684.000.000,2125500
2017-07-24,64.695.000.000,65.104.000.000,64.678.000.000,65.100.000.000,65.100.000.000,1908900
2017-07-25,65.101.000.000,65.749.000.000,65.101.000.000,65.668.000.000,65.668.000.000,2737400
2017-07-26,65.668.000.000,65.873.000.000,64.992.000.000,65.011.000.000,65.011.000.000,2942300
2017-07-27,65.013.000.000,65.678.000.000,65.013.000.000,65.277.000.000,65.277.000.000,2483900
2017-07-28,65.253.000.000,65.497.000.000,64.953.000.000,65.497.000.000,65.497.000.000,2760700
2017-07-31,65.503.000.000,66.048.000.000,65.503.000.000,65.920.000.000,65.920.000.000,2572700
2017-08-01,65.925.000.000,66.606.000.000,65.925.000.000,66.516.000.000,66.516.000.000,2762600
2017-08-02,66.504.000.000,67.277.000.000,66.305.000.000,67.136.000.000,67.136.000.000,3713700
2017-08-03,67.136.000.000,67.256.000.000,66.705.000.000,66.777.000.000,66.777.000.000,2722400
2017-08-04,66.783.000.000,67.104.000.000,66.525.000.000,66.898.000.000,66.898.000.000,2370900
2017-08-07,66.898.000.000,68.043.000.000,66.887.000.000,67.940.000.000,67.940.000.000,2996800
2017-08-08,67.936.000.000,68.500.000.000,67.671.000.000,67.899.000.000,67.899.000.000,3134300
2017-08-09,67.894.000.000,67.894.000.000,67.290.000.000,67.671.000.000,67.671.000.000,2488000
2017-08-10,67.671.000.000,67.671.000.000,66.650.000.000,66.992.000.000,66.992.000.000,2820800
2017-08-11,66.992.000.000,67.623.000.000,66.678.000.000,67.359.000.000,67.359.000.000,2890000
2017-08-14,67.364.000.000,68.642.000.000,67.226.000.000,68.285.000.000,68.285.000.000,2827300
2017-08-15,68.296.000.000,68.846.000.000,68.293.000.000,68.355.000.000,68.355.000.000,2753200
2017-08-16,68.356.000.000,68.950.000.000,68.304.000.000,68.594.000.000,68.594.000.000,3753400
2017-08-17,68.596.000.000,68.596.000.000,67.866.000.000,67.977.000.000,67.977.000.000,2661800
2017-08-18,67.990.000.000,68.808.000.000,67.979.000.000,68.715.000.000,68.715.000.000,3464800
2017-08-21,68.713.000.000,69.068.000.000,68.514.000.000,68.635.000.000,68.635.000.000,2643300
2017-08-22,68.645.000.000,70.278.000.000,68.645.000.000,70.011.000.000,70.011.000.000,3907500
2017-08-23,70.011.000.000,70.587.000.000,69.947.000.000,70.478.000.000,70.478.000.000,3348400
2017-08-24,70.482.000.000,71.238.000.000,70.482.000.000,71.133.000.000,71.133.000.000,3113000
2017-08-25,71.138.000.000,71.506.000.000,70.801.000.000,71.074.000.000,71.074.000.000,2411000
2017-08-28,71.074.000.000,71.390.000.000,70.909.000.000,71.017.000.000,71.017.000.000,2196400
2017-08-29,71.005.000.000,71.330.000.000,70.517.000.000,71.330.000.000,71.330.000.000,2274700
2017-08-30,71.328.000.000,71.454.000.000,70.755.000.000,70.886.000.000,70.886.000.000,2663200
2017-08-31,70.887.000.000,71.234.000.000,70.516.000.000,70.835.000.000,70.835.000.000,4245100
2017-09-01,70.848.000.000,72.217.000.000,70.846.000.000,71.923.000.000,71.923.000.000,3880900
2017-09-04,71.921.000.000,72.141.000.000,71.671.000.000,72.129.000.000,72.129.000.000,1998000
2017-09-05,72.134.000.000,73.180.000.000,71.827.000.000,72.151.000.000,72.151.000.000,4230900
2017-09-06,72.157.000.000,73.608.000.000,72.157.000.000,73.412.000.000,73.412.000.000,4242500
2017-09-07,null,null,null,null,null,null
2017-09-08,73.413.000.000,73.646.000.000,72.925.000.000,73.079.000.000,73.079.000.000,3114100
2017-09-11,73.096.000.000,74.636.000.000,73.096.000.000,74.319.000.000,74.319.000.000,3283100
2017-09-12,74.322.000.000,75.332.000.000,74.294.000.000,74.539.000.000,74.539.000.000,3591700
2017-09-13,74.543.000.000,75.146.000.000,74.196.000.000,74.788.000.000,74.788.000.000,3212500
2017-09-14,74.787.000.000,74.949.000.000,74.397.000.000,74.657.000.000,74.657.000.000,3206100
2017-09-15,74.656.000.000,75.820.000.000,74.648.000.000,75.757.000.000,75.757.000.000,4825000
2017-09-18,75.758.000.000,76.404.000.000,75.621.000.000,75.990.000.000,75.990.000.000,3437400
2017-09-19,75.990.000.000,76.071.000.000,75.300.000.000,75.974.000.000,75.974.000.000,3026100
2017-09-20,75.974.000.000,76.420.000.000,75.074.000.000,76.004.000.000,76.004.000.000,3890900
2017-09-21,76.014.000.000,76.251.000.000,75.282.000.000,75.604.000.000,75.604.000.000,3228500
2017-09-22,75.618.000.000,75.734.000.000,75.029.000.000,75.390.000.000,75.390.000.000,2801700
2017-09-25,75.381.000.000,75.470.000.000,74.303.000.000,74.443.000.000,74.443.000.000,3376500
2017-09-26,74.443.000.000,74.971.000.000,74.319.000.000,74.319.000.000,74.319.000.000,3565400
2017-09-27,74.358.000.000,74.744.000.000,73.125.000.000,73.797.000.000,73.797.000.000,3788600
2017-09-28,73.808.000.000,74.011.000.000,73.277.000.000,73.567.000.000,73.567.000.000,3082900
2017-09-29,73.571.000.000,74.518.000.000,73.571.000.000,74.294.000.000,74.294.000.000,3126600
2017-10-02,74.295.000.000,74.506.000.000,73.845.000.000,74.360.000.000,74.360.000.000,2512000
2017-10-03,74.363.000.000,76.763.000.000,74.363.000.000,76.763.000.000,76.763.000.000,3816900
2017-10-04,76.763.000.000,77.004.000.000,76.422.000.000,76.591.000.000,76.591.000.000,3119500
2017-10-05,76.592.000.000,78.024.000.000,76.592.000.000,76.618.000.000,76.618.000.000,4112900
2017-10-06,76.618.000.000,76.618.000.000,75.603.000.000,76.055.000.000,76.055.000.000,2994300
2017-10-09,76.055.000.000,76.067.000.000,75.181.000.000,75.727.000.000,75.727.000.000,2335300
2017-10-10,75.745.000.000,76.996.000.000,75.745.000.000,76.897.000.000,76.897.000.000,3489200
2017-10-11,76.910.000.000,76.985.000.000,76.323.000.000,76.660.000.000,76.660.000.000,3781500
2017-10-12,null,null,null,null,null,null
2017-10-13,76.659.000.000,77.319.000.000,76.659.000.000,76.990.000.000,76.990.000.000,3200100
2017-10-16,76.985.000.000,77.382.000.000,76.565.000.000,76.892.000.000,76.892.000.000,3075600
2017-10-17,76.892.000.000,76.892.000.000,76.046.000.000,76.201.000.000,76.201.000.000,2771100
2017-10-18,76.211.000.000,76.730.000.000,76.012.000.000,76.591.000.000,76.591.000.000,3156800
2017-10-19,76.591.000.000,76.591.000.000,75.366.000.000,76.283.000.000,76.283.000.000,2509800
2017-10-20,76.291.000.000,76.971.000.000,76.291.000.000,76.391.000.000,76.391.000.000,2645300
2017-10-23,76.398.000.000,76.498.000.000,75.315.000.000,75.413.000.000,75.413.000.000,2631800
2017-10-24,75.426.000.000,76.420.000.000,75.426.000.000,76.350.000.000,76.350.000.000,3047500
2017-10-25,76.350.000.000,76.883.000.000,75.404.000.000,76.671.000.000,76.671.000.000,2953800
2017-10-26,76.671.000.000,77.061.000.000,75.813.000.000,75.896.000.000,75.896.000.000,2901100
2017-10-27,75.898.000.000,76.617.000.000,75.601.000.000,75.976.000.000,75.976.000.000,3434400
2017-10-30,75.973.000.000,75.973.000.000,74.305.000.000,74.800.000.000,74.800.000.000,3811600
