Date,Open,High,Low,Close,Adj Close,Volume
2009-12-28,67.591.000.000,68.277.000.000,67.591.000.000,67.902.000.000,67.902.000.000,556400
2009-12-29,67.902.000.000,68.309.000.000,67.902.000.000,68.296.000.000,68.296.000.000,669200
2009-12-30,68.277.000.000,68.588.000.000,67.749.000.000,68.588.000.000,68.588.000.000,1182200
2010-01-04,68.587.000.000,70.081.000.000,68.587.000.000,70.045.000.000,70.045.000.000,1655400
2010-01-05,70.046.000.000,70.595.000.000,69.928.000.000,70.240.000.000,70.240.000.000,1984200
2010-01-06,70.237.000.000,70.937.000.000,70.016.000.000,70.729.000.000,70.729.000.000,2243600
2010-01-07,70.723.000.000,70.723.000.000,70.045.000.000,70.451.000.000,70.451.000.000,1555000
2010-01-08,70.455.000.000,70.766.000.000,70.158.000.000,70.263.000.000,70.263.000.000,1634400
2010-01-11,70.267.000.000,71.068.000.000,70.158.000.000,70.433.000.000,70.433.000.000,1569000
2010-01-12,70.429.000.000,70.429.000.000,69.284.000.000,70.076.000.000,70.076.000.000,1628600
2010-01-13,70.081.000.000,70.626.000.000,69.535.000.000,70.385.000.000,70.385.000.000,1818800
2010-01-14,70.377.000.000,70.508.000.000,69.661.000.000,69.801.000.000,69.801.000.000,1830200
2010-01-15,69.780.000.000,69.788.000.000,68.695.000.000,68.978.000.000,68.978.000.000,1648400
2010-01-18,68.983.000.000,69.748.000.000,68.983.000.000,69.401.000.000,69.401.000.000,1139000
2010-01-19,69.396.000.000,70.036.000.000,68.867.000.000,69.909.000.000,69.909.000.000,1323400
2010-01-20,69.901.000.000,69.901.000.000,67.546.000.000,68.200.000.000,68.200.000.000,1990600
2010-01-21,68.200.000.000,68.458.000.000,65.996.000.000,66.270.000.000,66.270.000.000,2263800
2010-01-22,66.264.000.000,66.660.000.000,65.445.000.000,66.220.000.000,66.220.000.000,1305000
2010-01-26,66.213.000.000,66.213.000.000,64.719.000.000,65.524.000.000,65.524.000.000,1990400
2010-01-27,65.527.000.000,65.663.000.000,64.553.000.000,65.070.000.000,65.070.000.000,1813600
2010-01-28,65.071.000.000,66.049.000.000,64.541.000.000,65.588.000.000,65.588.000.000,1649400
2010-01-29,65.591.000.000,66.576.000.000,65.140.000.000,65.402.000.000,65.402.000.000,1823200
2010-02-01,65.402.000.000,66.763.000.000,65.362.000.000,66.572.000.000,66.572.000.000,1494400
2010-02-02,66.589.000.000,67.321.000.000,66.539.000.000,67.163.000.000,67.163.000.000,1587800
2010-02-03,67.163.000.000,67.347.000.000,66.774.000.000,67.109.000.000,67.109.000.000,1765000
2010-02-04,67.100.000.000,67.100.000.000,63.750.000.000,63.934.000.000,63.934.000.000,2262400
2010-02-05,63.934.000.000,64.001.000.000,61.341.000.000,62.763.000.000,62.763.000.000,3053000
2010-02-08,62.760.000.000,63.923.000.000,62.728.000.000,63.153.000.000,63.153.000.000,1875600
2010-02-09,63.164.000.000,65.526.000.000,63.164.000.000,64.718.000.000,64.718.000.000,1357400
2010-02-10,64.721.000.000,65.170.000.000,64.320.000.000,65.051.000.000,65.051.000.000,891000
2010-02-11,65.050.000.000,66.145.000.000,64.344.000.000,66.129.000.000,66.129.000.000,1259000
2010-02-12,66.129.000.000,66.133.000.000,65.123.000.000,65.855.000.000,65.855.000.000,873200
2010-02-17,65.863.000.000,67.542.000.000,65.863.000.000,67.285.000.000,67.285.000.000,0
2010-02-18,67.285.000.000,67.836.000.000,66.550.000.000,67.836.000.000,67.836.000.000,1286600
2010-02-19,67.811.000.000,67.935.000.000,67.210.000.000,67.597.000.000,67.597.000.000,1248000
2010-02-22,67.598.000.000,68.120.000.000,67.035.000.000,67.184.000.000,67.184.000.000,1401600
2010-02-23,67.179.000.000,67.179.000.000,65.660.000.000,66.108.000.000,66.108.000.000,1644800
2010-02-24,66.110.000.000,66.514.000.000,65.534.000.000,65.795.000.000,65.795.000.000,1573000
2010-02-25,65.765.000.000,66.325.000.000,64.429.000.000,66.121.000.000,66.121.000.000,1792200
2010-02-26,66.118.000.000,66.510.000.000,65.607.000.000,66.503.000.000,66.503.000.000,1731400
2010-03-01,66.511.000.000,67.397.000.000,66.511.000.000,67.228.000.000,67.228.000.000,1363000
2010-03-02,67.228.000.000,68.250.000.000,67.228.000.000,67.779.000.000,67.779.000.000,1708600
2010-03-03,67.780.000.000,68.813.000.000,67.482.000.000,67.641.000.000,67.641.000.000,2113800
2010-03-04,67.643.000.000,68.198.000.000,66.924.000.000,67.815.000.000,67.815.000.000,1398600
2010-03-05,67.823.000.000,68.930.000.000,67.823.000.000,68.847.000.000,68.847.000.000,1950600
2010-03-08,68.851.000.000,69.070.000.000,68.318.000.000,68.575.000.000,68.575.000.000,1428200
2010-03-09,68.573.000.000,70.144.000.000,68.255.000.000,69.576.000.000,69.576.000.000,2464200
2010-03-10,69.578.000.000,70.476.000.000,69.578.000.000,69.979.000.000,69.979.000.000,1909200
2010-03-11,69.981.000.000,70.183.000.000,69.411.000.000,69.885.000.000,69.885.000.000,1627200
2010-03-12,69.901.000.000,70.486.000.000,69.341.000.000,69.341.000.000,69.341.000.000,1569000
2010-03-15,69.340.000.000,69.384.000.000,68.623.000.000,69.024.000.000,69.024.000.000,1453000
2010-03-16,69.023.000.000,69.949.000.000,69.022.000.000,69.942.000.000,69.942.000.000,1302400
2010-03-17,69.945.000.000,70.424.000.000,69.376.000.000,69.723.000.000,69.723.000.000,1372000
2010-03-18,69.726.000.000,70.128.000.000,68.972.000.000,69.697.000.000,69.697.000.000,1656200
2010-03-19,69.701.000.000,69.998.000.000,68.773.000.000,68.829.000.000,68.829.000.000,1957400
2010-03-22,68.814.000.000,69.121.000.000,67.899.000.000,69.042.000.000,69.042.000.000,1395200
2010-03-23,69.049.000.000,69.613.000.000,68.913.000.000,69.387.000.000,69.387.000.000,1606600
2010-03-24,69.382.000.000,69.677.000.000,68.744.000.000,68.913.000.000,68.913.000.000,1597400
2010-03-25,68.916.000.000,69.572.000.000,68.377.000.000,68.442.000.000,68.442.000.000,1478400
2010-03-26,68.442.000.000,68.910.000.000,68.024.000.000,68.683.000.000,68.683.000.000,1771400
2010-03-29,68.681.000.000,69.943.000.000,68.681.000.000,69.939.000.000,69.939.000.000,1528000
2010-03-30,69.942.000.000,70.451.000.000,69.750.000.000,69.960.000.000,69.960.000.000,1490000
2010-03-31,69.960.000.000,70.392.000.000,69.573.000.000,70.372.000.000,70.372.000.000,1676800
2010-04-01,70.375.000.000,71.401.000.000,70.373.000.000,71.136.000.000,71.136.000.000,1552800
2010-04-05,71.148.000.000,71.645.000.000,71.148.000.000,71.290.000.000,71.290.000.000,1316000
2010-04-06,71.290.000.000,71.711.000.000,70.823.000.000,71.096.000.000,71.096.000.000,1697000
2010-04-07,71.092.000.000,71.257.000.000,70.531.000.000,70.793.000.000,70.793.000.000,1720400
2010-04-08,70.793.000.000,71.805.000.000,70.462.000.000,71.785.000.000,71.785.000.000,1701800
2010-04-09,71.783.000.000,71.989.000.000,71.307.000.000,71.417.000.000,71.417.000.000,1680000
2010-04-12,71.414.000.000,71.607.000.000,70.505.000.000,70.614.000.000,70.614.000.000,1471600
2010-04-13,70.618.000.000,71.053.000.000,70.169.000.000,70.792.000.000,70.792.000.000,1634200
2010-04-14,70.794.000.000,71.207.000.000,70.628.000.000,71.035.000.000,71.035.000.000,1758800
2010-04-15,71.036.000.000,71.066.000.000,70.429.000.000,70.524.000.000,70.524.000.000,2264600
2010-04-16,70.522.000.000,70.522.000.000,69.013.000.000,69.421.000.000,69.421.000.000,2043800
2010-04-19,69.418.000.000,69.431.000.000,68.378.000.000,69.098.000.000,69.098.000.000,1722000
2010-04-20,69.101.000.000,69.702.000.000,69.101.000.000,69.318.000.000,69.318.000.000,1750200
2010-04-22,69.313.000.000,69.528.000.000,68.081.000.000,69.386.000.000,69.386.000.000,1787200
2010-04-23,69.388.000.000,69.709.000.000,68.832.000.000,69.509.000.000,69.509.000.000,1366800
2010-04-26,69.509.000.000,69.810.000.000,68.813.000.000,68.872.000.000,68.872.000.000,1179400
2010-04-27,68.868.000.000,68.868.000.000,66.499.000.000,66.511.000.000,66.511.000.000,2062200
2010-04-28,66.513.000.000,67.253.000.000,65.914.000.000,66.656.000.000,66.656.000.000,1855600
2010-04-29,66.661.000.000,68.012.000.000,66.661.000.000,67.978.000.000,67.978.000.000,1609400
2010-04-30,67.975.000.000,67.975.000.000,67.243.000.000,67.530.000.000,67.530.000.000,2120200
2010-05-03,67.534.000.000,67.969.000.000,66.723.000.000,67.119.000.000,67.119.000.000,1776000
2010-05-04,67.116.000.000,67.116.000.000,64.588.000.000,64.869.000.000,64.869.000.000,2820000
2010-05-05,64.859.000.000,65.612.000.000,63.533.000.000,64.914.000.000,64.914.000.000,2681200
2010-05-06,64.915.000.000,65.533.000.000,60.774.000.000,63.414.000.000,63.414.000.000,3207600
2010-05-07,63.416.000.000,63.945.000.000,61.663.000.000,62.871.000.000,62.871.000.000,2903400
2010-05-10,62.872.000.000,66.083.000.000,62.872.000.000,65.453.000.000,65.453.000.000,2377400
2010-05-11,65.449.000.000,65.733.000.000,64.425.000.000,64.425.000.000,64.425.000.000,2401600
2010-05-12,64.438.000.000,65.351.000.000,64.438.000.000,65.224.000.000,65.224.000.000,1981400
2010-05-13,65.223.000.000,65.427.000.000,64.738.000.000,64.788.000.000,64.788.000.000,1798200
2010-05-14,64.787.000.000,64.787.000.000,63.050.000.000,63.412.000.000,63.412.000.000,2220800
2010-05-17,63.406.000.000,63.593.000.000,61.825.000.000,62.866.000.000,62.866.000.000,2746000
2010-05-18,62.871.000.000,63.529.000.000,60.810.000.000,60.841.000.000,60.841.000.000,2787000
2010-05-19,60.841.000.000,60.850.000.000,59.068.000.000,59.689.000.000,59.689.000.000,3203000
2010-05-20,59.684.000.000,59.684.000.000,57.634.000.000,58.192.000.000,58.192.000.000,3369200
2010-05-21,58.192.000.000,60.303.000.000,57.997.000.000,60.259.000.000,60.259.000.000,2558200
2010-05-24,60.255.000.000,60.850.000.000,59.815.000.000,59.915.000.000,59.915.000.000,1792600
2010-05-25,59.912.000.000,59.912.000.000,57.876.000.000,59.184.000.000,59.184.000.000,2477800
2010-05-26,59.182.000.000,60.701.000.000,59.179.000.000,60.190.000.000,60.190.000.000,3638600
2010-05-27,60.191.000.000,62.262.000.000,60.189.000.000,62.092.000.000,62.092.000.000,2388000
2010-05-28,62.080.000.000,62.247.000.000,61.305.000.000,61.947.000.000,61.947.000.000,2081600
2010-05-31,61.950.000.000,63.047.000.000,61.950.000.000,63.047.000.000,63.047.000.000,1197600
2010-06-01,63.033.000.000,63.033.000.000,61.605.000.000,61.841.000.000,61.841.000.000,2253800
2010-06-02,61.836.000.000,63.198.000.000,61.814.000.000,62.943.000.000,62.943.000.000,1878400
2010-06-04,62.940.000.000,62.940.000.000,61.422.000.000,61.676.000.000,61.676.000.000,1691000
2010-06-07,61.675.000.000,62.119.000.000,61.099.000.000,61.183.000.000,61.183.000.000,1627000
2010-06-08,61.187.000.000,62.000.000.000,61.187.000.000,61.856.000.000,61.856.000.000,1605200
2010-06-09,61.799.000.000,62.684.000.000,61.479.000.000,61.479.000.000,61.479.000.000,1736400
2010-06-10,61.484.000.000,63.146.000.000,61.484.000.000,63.049.000.000,63.049.000.000,1717000
2010-06-11,63.044.000.000,63.766.000.000,62.371.000.000,63.605.000.000,63.605.000.000,1345800
2010-06-14,63.613.000.000,64.296.000.000,63.529.000.000,63.533.000.000,63.533.000.000,1793600
2010-06-15,63.534.000.000,64.554.000.000,63.534.000.000,64.442.000.000,64.442.000.000,1267200
2010-06-16,64.442.000.000,65.097.000.000,63.974.000.000,64.751.000.000,64.751.000.000,2441000
2010-06-17,64.745.000.000,65.182.000.000,64.115.000.000,64.541.000.000,64.541.000.000,1888800
2010-06-18,64.542.000.000,64.941.000.000,64.239.000.000,64.438.000.000,64.438.000.000,1871800
2010-06-21,64.442.000.000,65.517.000.000,64.442.000.000,64.829.000.000,64.829.000.000,1623000
2010-06-22,64.834.000.000,65.831.000.000,64.690.000.000,64.811.000.000,64.811.000.000,1931800
2010-06-23,64.812.000.000,65.161.000.000,64.247.000.000,65.160.000.000,65.160.000.000,1762200
2010-06-24,65.154.000.000,65.154.000.000,63.736.000.000,63.937.000.000,63.937.000.000,1786400
2010-06-25,63.937.000.000,64.869.000.000,63.806.000.000,64.824.000.000,64.824.000.000,1257200
2010-06-28,64.825.000.000,65.105.000.000,64.225.000.000,64.225.000.000,64.225.000.000,943200
2010-06-29,64.216.000.000,64.216.000.000,61.670.000.000,61.978.000.000,61.978.000.000,2196000
2010-06-30,61.972.000.000,62.645.000.000,60.936.000.000,60.936.000.000,60.936.000.000,1958400
2010-07-01,60.935.000.000,61.381.000.000,60.056.000.000,61.236.000.000,61.236.000.000,2130000
2010-07-02,61.236.000.000,61.812.000.000,60.764.000.000,61.430.000.000,61.430.000.000,1143800
2010-07-05,61.436.000.000,61.667.000.000,60.796.000.000,60.865.000.000,60.865.000.000,760000
2010-07-06,60.870.000.000,62.451.000.000,60.870.000.000,62.065.000.000,62.065.000.000,1786600
2010-07-07,62.067.000.000,63.313.000.000,62.004.000.000,63.284.000.000,63.284.000.000,1732200
2010-07-08,63.282.000.000,63.596.000.000,62.895.000.000,63.476.000.000,63.476.000.000,1658000
2010-07-12,63.477.000.000,63.972.000.000,62.750.000.000,62.960.000.000,62.960.000.000,1229000
2010-07-13,62.964.000.000,63.777.000.000,62.964.000.000,63.686.000.000,63.686.000.000,1583800
2010-07-14,63.686.000.000,63.688.000.000,63.015.000.000,63.479.000.000,63.479.000.000,1450400
2010-07-15,63.482.000.000,63.612.000.000,62.960.000.000,63.489.000.000,63.489.000.000,1564800
2010-07-16,63.487.000.000,63.492.000.000,62.298.000.000,62.339.000.000,62.339.000.000,1326400
2010-07-19,62.351.000.000,63.300.000.000,62.351.000.000,63.297.000.000,63.297.000.000,1276400
2010-07-20,63.290.000.000,64.481.000.000,62.902.000.000,64.463.000.000,64.463.000.000,2429400
2010-07-21,64.468.000.000,65.136.000.000,64.209.000.000,64.477.000.000,64.477.000.000,1821800
2010-07-22,64.504.000.000,66.213.000.000,64.504.000.000,65.748.000.000,65.748.000.000,2320600
2010-07-23,65.748.000.000,66.323.000.000,65.427.000.000,66.323.000.000,66.323.000.000,1540000
2010-07-26,66.322.000.000,66.619.000.000,66.151.000.000,66.443.000.000,66.443.000.000,1234400
2010-07-27,66.449.000.000,67.102.000.000,66.293.000.000,66.674.000.000,66.674.000.000,1601800
2010-07-28,66.670.000.000,67.051.000.000,66.427.000.000,66.808.000.000,66.808.000.000,1939400
2010-07-29,66.796.000.000,67.428.000.000,66.596.000.000,66.954.000.000,66.954.000.000,2160200
2010-07-30,66.951.000.000,67.608.000.000,66.218.000.000,67.515.000.000,67.515.000.000,2088400
2010-08-02,67.524.000.000,68.754.000.000,67.524.000.000,68.517.000.000,68.517.000.000,1766600
2010-08-03,68.517.000.000,68.561.000.000,67.942.000.000,67.997.000.000,67.997.000.000,1900000
2010-08-04,67.996.000.000,68.534.000.000,67.577.000.000,68.272.000.000,68.272.000.000,1875200
2010-08-05,68.271.000.000,68.471.000.000,68.002.000.000,68.412.000.000,68.412.000.000,1611600
2010-08-06,68.416.000.000,68.509.000.000,67.686.000.000,68.095.000.000,68.095.000.000,1513200
2010-08-09,68.096.000.000,68.513.000.000,67.749.000.000,67.862.000.000,67.862.000.000,1254800
2010-08-10,67.836.000.000,67.836.000.000,66.946.000.000,67.223.000.000,67.223.000.000,1625400
2010-08-11,67.217.000.000,67.217.000.000,65.690.000.000,65.790.000.000,65.790.000.000,1732800
2010-08-12,65.788.000.000,66.027.000.000,65.257.000.000,65.966.000.000,65.966.000.000,1546600
2010-08-13,65.964.000.000,66.590.000.000,65.921.000.000,66.264.000.000,66.264.000.000,1841200
2010-08-16,66.260.000.000,66.868.000.000,66.187.000.000,66.702.000.000,66.702.000.000,1394800
2010-08-17,66.702.000.000,67.666.000.000,66.702.000.000,67.584.000.000,67.584.000.000,1747000
2010-08-18,67.584.000.000,67.745.000.000,67.006.000.000,67.638.000.000,67.638.000.000,2367000
2010-08-19,67.641.000.000,67.713.000.000,66.824.000.000,66.887.000.000,66.887.000.000,1920000
2010-08-20,66.892.000.000,66.892.000.000,66.337.000.000,66.677.000.000,66.677.000.000,1414600
2010-08-23,66.678.000.000,67.175.000.000,65.982.000.000,65.982.000.000,65.982.000.000,1379600
2010-08-24,65.946.000.000,65.946.000.000,65.013.000.000,65.156.000.000,65.156.000.000,1604200
2010-08-25,65.156.000.000,65.156.000.000,64.164.000.000,64.803.000.000,64.803.000.000,1753000
2010-08-26,64.802.000.000,65.271.000.000,63.804.000.000,63.867.000.000,63.867.000.000,1773400
2010-08-27,63.875.000.000,65.589.000.000,63.848.000.000,65.585.000.000,65.585.000.000,1764000
2010-08-30,65.585.000.000,65.585.000.000,64.255.000.000,64.261.000.000,64.261.000.000,1286400
2010-08-31,64.262.000.000,65.182.000.000,64.202.000.000,65.145.000.000,65.145.000.000,3284800
2010-09-01,65.154.000.000,67.073.000.000,65.154.000.000,67.073.000.000,67.073.000.000,2509000
2010-09-02,67.073.000.000,67.168.000.000,66.405.000.000,66.808.000.000,66.808.000.000,1601200
2010-09-03,66.812.000.000,67.673.000.000,66.541.000.000,66.679.000.000,66.679.000.000,2019200
2010-09-06,66.679.000.000,66.949.000.000,66.380.000.000,66.747.000.000,66.747.000.000,651400
2010-09-08,66.739.000.000,66.739.000.000,66.101.000.000,66.407.000.000,66.407.000.000,1716000
2010-09-09,66.411.000.000,66.807.000.000,66.353.000.000,66.624.000.000,66.624.000.000,1438800
2010-09-10,66.622.000.000,66.920.000.000,66.459.000.000,66.807.000.000,66.807.000.000,1561000
2010-09-13,66.807.000.000,68.142.000.000,66.807.000.000,68.031.000.000,68.031.000.000,2144400
2010-09-14,68.030.000.000,68.093.000.000,67.561.000.000,67.692.000.000,67.692.000.000,2594000
2010-09-15,67.690.000.000,68.107.000.000,67.119.000.000,68.107.000.000,68.107.000.000,2234200
2010-09-16,68.103.000.000,68.103.000.000,67.507.000.000,67.663.000.000,67.663.000.000,1464400
2010-09-17,67.665.000.000,67.773.000.000,66.993.000.000,67.089.000.000,67.089.000.000,1629400
2010-09-20,67.087.000.000,68.241.000.000,67.009.000.000,68.190.000.000,68.190.000.000,1775200
2010-09-21,68.189.000.000,68.255.000.000,67.528.000.000,67.719.000.000,67.719.000.000,1734000
2010-09-22,67.711.000.000,68.549.000.000,67.346.000.000,68.325.000.000,68.325.000.000,2495200
2010-09-23,68.321.000.000,69.601.000.000,67.892.000.000,68.794.000.000,68.794.000.000,3305200
2010-09-24,68.800.000.000,69.571.000.000,68.021.000.000,68.196.000.000,68.196.000.000,3441000
2010-09-27,68.197.000.000,68.926.000.000,68.011.000.000,68.816.000.000,68.816.000.000,2138600
2010-09-28,68.817.000.000,69.431.000.000,68.455.000.000,69.228.000.000,69.228.000.000,1851800
2010-09-29,69.225.000.000,69.420.000.000,68.958.000.000,69.228.000.000,69.228.000.000,3067200
2010-09-30,69.230.000.000,69.737.000.000,68.924.000.000,69.430.000.000,69.430.000.000,2466200
2010-10-01,69.438.000.000,70.243.000.000,69.228.000.000,70.229.000.000,70.229.000.000,2452600
2010-10-04,70.230.000.000,70.551.000.000,70.089.000.000,70.385.000.000,70.385.000.000,1876800
2010-10-05,70.390.000.000,71.285.000.000,70.390.000.000,71.283.000.000,71.283.000.000,2713000
2010-10-06,71.284.000.000,71.290.000.000,70.343.000.000,70.541.000.000,70.541.000.000,2780600
2010-10-07,70.545.000.000,70.739.000.000,69.314.000.000,69.918.000.000,69.918.000.000,2587200
2010-10-08,69.921.000.000,70.828.000.000,69.698.000.000,70.809.000.000,70.809.000.000,2136000
2010-10-11,70.810.000.000,71.111.000.000,70.810.000.000,70.946.000.000,70.946.000.000,1169000
2010-10-13,70.950.000.000,71.995.000.000,70.950.000.000,71.675.000.000,71.675.000.000,2985000
2010-10-14,71.676.000.000,71.961.000.000,71.264.000.000,71.692.000.000,71.692.000.000,2633000
2010-10-15,71.699.000.000,72.140.000.000,71.351.000.000,71.830.000.000,71.830.000.000,2015200
2010-10-18,71.830.000.000,71.884.000.000,71.341.000.000,71.736.000.000,71.736.000.000,2111600
2010-10-19,71.735.000.000,71.735.000.000,69.628.000.000,69.864.000.000,69.864.000.000,2495200
2010-10-20,69.863.000.000,70.720.000.000,69.814.000.000,70.405.000.000,70.405.000.000,2407200
2010-10-21,70.406.000.000,70.958.000.000,68.952.000.000,69.652.000.000,69.652.000.000,2587800
2010-10-22,69.658.000.000,70.312.000.000,68.847.000.000,69.530.000.000,69.530.000.000,2421600
2010-10-25,69.536.000.000,70.231.000.000,69.451.000.000,69.580.000.000,69.580.000.000,3836000
2010-10-26,69.582.000.000,70.834.000.000,69.055.000.000,70.740.000.000,70.740.000.000,2576800
2010-10-27,70.735.000.000,70.844.000.000,70.059.000.000,70.569.000.000,70.569.000.000,2202600
2010-10-28,70.573.000.000,71.263.000.000,70.234.000.000,70.320.000.000,70.320.000.000,2230200
2010-10-29,70.322.000.000,70.776.000.000,70.322.000.000,70.673.000.000,70.673.000.000,2208800
2010-11-01,70.686.000.000,71.751.000.000,70.673.000.000,71.561.000.000,71.561.000.000,1555000
2010-11-03,71.560.000.000,72.110.000.000,71.510.000.000,71.905.000.000,71.905.000.000,2145800
2010-11-04,71.910.000.000,73.103.000.000,71.910.000.000,72.996.000.000,72.996.000.000,2175800
2010-11-05,72.987.000.000,72.987.000.000,72.534.000.000,72.607.000.000,72.607.000.000,1732000
2010-11-08,72.607.000.000,72.875.000.000,72.336.000.000,72.657.000.000,72.657.000.000,1077600
2010-11-09,72.654.000.000,73.045.000.000,71.651.000.000,71.679.000.000,71.679.000.000,1505000
2010-11-10,71.674.000.000,71.854.000.000,70.868.000.000,71.638.000.000,71.638.000.000,0
2010-11-11,71.639.000.000,71.639.000.000,70.941.000.000,71.195.000.000,71.195.000.000,1353200
2010-11-12,71.191.000.000,71.191.000.000,70.004.000.000,70.367.000.000,70.367.000.000,1188600
2010-11-16,70.364.000.000,70.364.000.000,68.662.000.000,69.192.000.000,69.192.000.000,2240800
2010-11-17,69.189.000.000,70.080.000.000,69.187.000.000,69.709.000.000,69.709.000.000,0
2010-11-18,69.716.000.000,70.904.000.000,69.716.000.000,70.781.000.000,70.781.000.000,1881600
2010-11-19,70.774.000.000,70.898.000.000,70.236.000.000,70.898.000.000,70.898.000.000,1506400
2010-11-22,70.898.000.000,70.898.000.000,69.202.000.000,69.633.000.000,69.633.000.000,1739200
2010-11-23,69.629.000.000,69.629.000.000,67.728.000.000,67.953.000.000,67.953.000.000,2080600
2010-11-24,67.955.000.000,69.746.000.000,67.955.000.000,69.629.000.000,69.629.000.000,1990600
2010-11-25,69.634.000.000,69.780.000.000,69.362.000.000,69.362.000.000,69.362.000.000,981600
2010-11-26,69.349.000.000,69.349.000.000,68.219.000.000,68.226.000.000,68.226.000.000,1564800
2010-11-29,68.218.000.000,68.422.000.000,67.103.000.000,67.908.000.000,67.908.000.000,1777800
2010-11-30,67.901.000.000,68.476.000.000,67.271.000.000,67.705.000.000,67.705.000.000,2159200
2010-12-01,67.731.000.000,69.605.000.000,67.731.000.000,69.346.000.000,69.346.000.000,0
2010-12-02,69.341.000.000,69.943.000.000,69.219.000.000,69.527.000.000,69.527.000.000,2111800
2010-12-03,69.529.000.000,69.963.000.000,68.943.000.000,69.766.000.000,69.766.000.000,2828000
2010-12-06,69.759.000.000,69.932.000.000,69.378.000.000,69.552.000.000,69.552.000.000,0
2010-12-07,69.563.000.000,70.589.000.000,69.338.000.000,69.338.000.000,69.338.000.000,0
2010-12-08,69.338.000.000,69.354.000.000,68.046.000.000,68.175.000.000,68.175.000.000,2671600
2010-12-09,68.173.000.000,68.561.000.000,67.563.000.000,67.879.000.000,67.879.000.000,2447200
2010-12-10,67.889.000.000,68.514.000.000,67.866.000.000,68.342.000.000,68.342.000.000,0
2010-12-13,68.342.000.000,69.221.000.000,68.342.000.000,69.126.000.000,69.126.000.000,0
2010-12-14,69.127.000.000,69.127.000.000,68.531.000.000,68.743.000.000,68.743.000.000,0
2010-12-15,68.741.000.000,68.741.000.000,67.711.000.000,67.870.000.000,67.870.000.000,2962400
2010-12-16,67.875.000.000,68.377.000.000,67.138.000.000,67.306.000.000,67.306.000.000,2401400
2010-12-17,67.304.000.000,67.981.000.000,66.948.000.000,67.981.000.000,67.981.000.000,0
2010-12-20,67.979.000.000,68.196.000.000,67.264.000.000,67.264.000.000,67.264.000.000,2352800
2010-12-21,67.261.000.000,68.461.000.000,67.261.000.000,68.215.000.000,68.215.000.000,1897400
2010-12-22,68.218.000.000,68.472.000.000,67.727.000.000,68.471.000.000,68.471.000.000,1656800
2010-12-23,68.470.000.000,68.562.000.000,68.250.000.000,68.486.000.000,68.486.000.000,1229400
2010-12-27,68.476.000.000,68.476.000.000,67.803.000.000,67.803.000.000,67.803.000.000,1035400
2010-12-28,67.810.000.000,68.104.000.000,67.810.000.000,68.041.000.000,68.041.000.000,0
2010-12-29,68.043.000.000,69.040.000.000,68.043.000.000,68.952.000.000,68.952.000.000,1307800
2010-12-30,68.953.000.000,69.527.000.000,68.940.000.000,69.305.000.000,69.305.000.000,2102200
2011-01-03,69.310.000.000,70.471.000.000,69.305.000.000,69.962.000.000,69.962.000.000,1862400
2011-01-04,69.962.000.000,70.318.000.000,69.560.000.000,70.318.000.000,70.318.000.000,2427200
2011-01-05,70.311.000.000,71.173.000.000,69.802.000.000,71.091.000.000,71.091.000.000,2309200
2011-01-06,71.093.000.000,71.167.000.000,70.469.000.000,70.579.000.000,70.579.000.000,2546000
2011-01-07,70.580.000.000,70.783.000.000,69.718.000.000,70.057.000.000,70.057.000.000,1761000
2011-01-10,70.056.000.000,70.133.000.000,69.666.000.000,70.127.000.000,70.127.000.000,1610800
2011-01-11,70.146.000.000,70.647.000.000,70.145.000.000,70.423.000.000,70.423.000.000,2138000
2011-01-12,70.429.000.000,71.633.000.000,70.429.000.000,71.633.000.000,71.633.000.000,2516000
2011-01-13,71.631.000.000,71.924.000.000,70.719.000.000,70.721.000.000,70.721.000.000,2237800
2011-01-14,70.723.000.000,71.184.000.000,70.397.000.000,70.940.000.000,70.940.000.000,1806600
2011-01-17,70.940.000.000,70.940.000.000,70.544.000.000,70.609.000.000,70.609.000.000,1538600
2011-01-18,70.612.000.000,71.094.000.000,70.612.000.000,70.920.000.000,70.920.000.000,1877400
2011-01-19,70.921.000.000,71.190.000.000,69.966.000.000,70.058.000.000,70.058.000.000,1884800
2011-01-20,70.056.000.000,70.083.000.000,69.177.000.000,69.562.000.000,69.562.000.000,2169600
2011-01-21,69.560.000.000,70.027.000.000,69.095.000.000,69.133.000.000,69.133.000.000,2071800
2011-01-24,69.134.000.000,69.513.000.000,68.786.000.000,69.427.000.000,69.427.000.000,1474400
2011-01-26,69.427.000.000,69.556.000.000,68.515.000.000,68.709.000.000,68.709.000.000,2542400
2011-01-27,68.717.000.000,69.108.000.000,67.775.000.000,68.051.000.000,68.051.000.000,2304400
2011-01-28,68.051.000.000,68.182.000.000,65.898.000.000,66.698.000.000,66.698.000.000,2544000
2011-01-31,66.697.000.000,67.166.000.000,66.271.000.000,66.575.000.000,66.575.000.000,2253800
2011-02-01,66.575.000.000,67.922.000.000,66.575.000.000,67.847.000.000,67.847.000.000,2114000
2011-02-02,67.844.000.000,68.012.000.000,66.643.000.000,66.688.000.000,66.688.000.000,2551400
2011-02-03,66.688.000.000,66.849.000.000,66.091.000.000,66.765.000.000,66.765.000.000,2380800
2011-02-04,66.752.000.000,66.946.000.000,65.160.000.000,65.269.000.000,65.269.000.000,2676800
